tanggal,provinsi,bagian,brand,jenis,cust_type
"2020-09-01","JABAR","KUNINGAN","simPATI","Non HVC","B2B"
"2020-09-01","JABAR","KUNINGAN","simPATI","Non HVC","B2C"
"2020-09-01","JABAR","KUNINGAN","simPATI","Platinum","B2C"
"2020-09-01","JABAR",\N,"kartuAS","Diamond","B2C"
"2020-09-01","JABAR",\N,"kartuAS","Gold","B2C"
"2020-09-01","JABAR",\N,"kartuAS","Non HVC","B2B"
"2020-09-01","JABAR",\N,"kartuAS","Non HVC","B2C"
"2020-09-01","JABAR",\N,"kartuAS","Platinum","B2C"
"2020-09-01","JABAR",\N,"Loop","Diamond","B2C"
"2020-09-01","JABAR",\N,"Loop","Gold","B2C"
"2020-09-01","JABAR",\N,"Loop","Non HVC","B2B"
"2020-09-01","JABAR",\N,"Loop","Non HVC","B2C"
"2020-09-01","JABAR",\N,"Loop","Platinum","B2C"
"2020-09-01","JABAR",\N,"simPATI","Diamond","B2C"
"2020-09-01","JABAR",\N,"simPATI","Gold","B2C"
"2020-09-01","JABAR",\N,"simPATI","Non HVC","B2B"
"2020-09-01","JABAR",\N,"simPATI","Non HVC","B2C"
"2020-09-01","JABAR",\N,"simPATI","Platinum","B2C"
"2020-09-01","JABAR",\N,"UNKNOWN","Non HVC","B2C"
"2020-09-01","JABAR","SOREANG","kartuAS","Diamond","B2C"
"2020-09-01","JABAR","SOREANG","kartuAS","Gold","B2C"
"2020-09-01","JABAR","SOREANG","kartuAS","Non HVC","B2B"
"2020-09-01","JABAR","SOREANG","kartuAS","Non HVC","B2C"
"2020-09-01","JABAR","SOREANG","kartuAS","Platinum","B2C"
"2020-09-01","JABAR","SOREANG","Loop","Diamond","B2C"
"2020-09-01","JABAR","SOREANG","LOOP","Gold","B2C"
"2020-09-01","JABAR","SOREANG","Loop","Non HVC","B2B"
"2020-09-01","JABAR","SOREANG","Loop","Non HVC","B2C"
"2020-09-01","JABAR","SOREANG","Loop","Platinum","B2C"
"2020-09-01","JABAR","SOREANG","simPATI","Diamond","B2C"
"2020-09-01","JABAR","SOREANG","simPATI","Gold","B2C"
"2020-09-01","JABAR","SOREANG","simPATI","Non HVC","B2B"
"2020-09-01","JABAR","SOREANG","simPATI","Non HVC","B2C"
"2020-09-01","JABAR","SOREANG","simPATI","Platinum","B2C"
"2020-09-01","JABAR","SUBANG","kartuAS","Diamond","B2C"
"2020-09-01","JABAR","SUBANG","KartuAS","Gold","B2C"
"2020-09-01","JABAR","SUBANG","kartuAS","Non HVC","B2B"
"2020-09-01","JABAR","SUBANG","kartuAS","Non HVC","B2C"
"2020-09-01","JABAR","SUBANG","kartuAS","Platinum","B2C"
"2020-09-01","JABAR","SUBANG","Loop","Diamond","B2C"
"2020-09-01","JABAR","SUBANG","Loop","Gold","B2C"
"2020-09-01","JABAR","SUBANG","Loop","Non HVC","B2B"
"2020-09-01","JABAR","SUBANG","LOOP","Non HVC","B2C"
"2020-09-01","JABAR","SUBANG","LOOP","Platinum","B2C"
"2020-09-01","JABAR","SUBANG","simPATI","Diamond","B2C"
"2020-09-01","JABAR","SUBANG","simPATI","Gold","B2C"
"2020-09-01","JABAR","SUBANG","simPATI","Non HVC","B2B"
"2020-09-01","JABAR","SUBANG","simPATI","Non HVC","B2C"
"2020-09-01","JABAR","SUBANG","simPATI","Platinum","B2C"
"2020-09-01","JABAR","SUMEDANG","kartuAS","Diamond","B2C"
"2020-09-01","JABAR","SUMEDANG","KartuAS","Gold","B2C"
"2020-09-01","JABAR","SUMEDANG","kartuAS","Non HVC","B2B"
"2020-09-01","JABAR","SUMEDANG","kartuAS","Non HVC","B2C"
"2020-09-01","JABAR","SUMEDANG","kartuAS","Platinum","B2C"
"2020-09-01","JABAR","SUMEDANG","Loop","Diamond","B2C"
"2020-09-01","JABAR","SUMEDANG","LOOP","Gold","B2C"
"2020-09-01","JABAR","SUMEDANG","Loop","Non HVC","B2B"
"2020-09-01","JABAR","SUMEDANG","Loop","Non HVC","B2C"
"2020-09-01","JABAR","SUMEDANG","LOOP","Platinum","B2C"
"2020-09-01","JABAR","SUMEDANG","simPATI","Diamond","B2C"
"2020-09-01","JABAR","SUMEDANG","simPATI","Gold","B2C"
"2020-09-01","JABAR","SUMEDANG","simPATI","Non HVC","B2B"
"2020-09-01","JABAR","SUMEDANG","simPATI","Non HVC","B2C"
"2020-09-01","JABAR","SUMEDANG","simPATI","Platinum","B2C"
"2020-09-01","JABAR","SUMEDANG","UNKNOWN","Non HVC","B2C"
"2020-09-01","JABAR","TASIKMALAYA","kartuAS","Diamond","B2C"
"2020-09-01","JABAR","TASIKMALAYA","kartuAS","Gold","B2C"
"2020-09-01","JABAR","TASIKMALAYA","kartuAS","Non HVC","B2B"
"2020-09-01","JABAR","TASIKMALAYA","kartuAS","Non HVC","B2C"
"2020-09-01","JABAR","TASIKMALAYA","kartuAS","Platinum","B2C"
"2020-09-01","JABAR","TASIKMALAYA","Loop","Diamond","B2C"
"2020-09-01","JABAR","TASIKMALAYA","Loop","Gold","B2C"
"2020-09-01","JABAR","TASIKMALAYA","Loop","Non HVC","B2B"
"2020-09-01","JABAR","TASIKMALAYA","Loop","Non HVC","B2C"
"2020-09-01","JABAR","TASIKMALAYA","LOOP","Platinum","B2C"
"2020-09-01","JABAR","TASIKMALAYA","simPATI","Diamond","B2C"
"2020-09-01","JABAR","TASIKMALAYA","simPATI","Gold","B2C"
"2020-09-01","JABAR","TASIKMALAYA","simPATI","Non HVC","B2B"
"2020-09-01","JABAR","TASIKMALAYA","simPATI","Non HVC","B2C"
"2020-09-01","JABAR","TASIKMALAYA","simPATI","Platinum","B2C"
"2020-09-01","JABOTABEK",\N,"kartuAS","Diamond","B2C"
"2020-09-01","JABOTABEK",\N,"kartuAS","Gold","B2C"
"2020-09-01","JABOTABEK",\N,"kartuAS","Non HVC","B2B"
"2020-09-01","JABOTABEK",\N,"KartuAS","Non HVC","B2C"
"2020-09-01","JABOTABEK",\N,"kartuAS","Platinum","B2C"
"2020-09-01","JABOTABEK",\N,"Loop","Diamond","B2C"
"2020-09-01","JABOTABEK",\N,"Loop","Gold","B2C"
"2020-09-01","JABOTABEK",\N,"Loop","Non HVC","B2B"
"2020-09-01","JABOTABEK",\N,"LOOP","Non HVC","B2C"
"2020-09-01","JABOTABEK",\N,"Loop","Platinum","B2C"
"2020-09-01","JABOTABEK",\N,"simPATI","Diamond","B2C"
"2020-09-01","JABOTABEK",\N,"simPATI","Gold","B2C"
"2020-09-01","JABOTABEK",\N,"simPATI","Non HVC","B2B"
"2020-09-01","JABOTABEK",\N,"simPATI","Non HVC","B2C"
"2020-09-01","JABOTABEK",\N,"simPATI","Platinum","B2C"
"2020-09-01","JABOTABEK",\N,"UNKNOWN","Non HVC","B2C"
"2020-09-01","JATENG","DEMAK","kartuAS","Diamond","B2C"
"2020-09-01","JATENG","DEMAK","KartuAS","Gold","B2C"
"2020-09-01","JATENG","DEMAK","kartuAS","Non HVC","B2B"
"2020-09-01","JATENG","DEMAK","kartuAS","Non HVC","B2C"
"2020-09-01","JATENG","DEMAK","KartuAS","Platinum","B2C"
"2020-09-01","JATENG","DEMAK","Loop","Diamond","B2C"
"2020-09-01","JATENG","DEMAK","Loop","Gold","B2C"
"2020-09-01","JATENG","DEMAK","Loop","Non HVC","B2B"
"2020-09-01","JATENG","DEMAK","Loop","Non HVC","B2C"
"2020-09-01","JATENG","DEMAK","Loop","Platinum","B2C"
"2020-09-01","JATENG","DEMAK","simPATI","Diamond","B2C"
"2020-09-01","JATENG","DEMAK","simPATI","Gold","B2C"
"2020-09-01","JATENG","DEMAK","simPATI","Non HVC","B2B"
"2020-09-01","JATENG","DEMAK","simPATI","Non HVC","B2C"
"2020-09-01","JATENG","DEMAK","simPATI","Platinum","B2C"
"2020-09-01","JATENG","MAGELANG","kartuAS","Diamond","B2C"
"2020-09-01","JATENG","MAGELANG","kartuAS","Gold","B2C"
"2020-09-01","JATENG","MAGELANG","kartuAS","Non HVC","B2B"
"2020-09-01","JATENG","MAGELANG","KartuAS","Non HVC","B2C"
"2020-09-01","JATENG","MAGELANG","kartuAS","Platinum","B2C"
"2020-09-01","JATENG","MAGELANG","Loop","Diamond","B2C"
"2020-09-01","JATENG","MAGELANG","LOOP","Gold","B2C"
"2020-09-01","JATENG","MAGELANG","Loop","Non HVC","B2B"
"2020-09-01","JATENG","MAGELANG","Loop","Non HVC","B2C"
"2020-09-01","JATENG","MAGELANG","LOOP","Platinum","B2C"
"2020-09-01","JATENG","MAGELANG","simPATI","Diamond","B2C"
"2020-09-01","JATENG","MAGELANG","simPATI","Gold","B2C"
"2020-09-01","JATENG","MAGELANG","simPATI","Non HVC","B2B"
"2020-09-01","JATENG","MAGELANG","simPATI","Non HVC","B2C"
"2020-09-01","JATENG","MAGELANG","simPATI","Platinum","B2C"
"2020-09-01","JATENG",\N,"kartuAS","Diamond","B2C"
"2020-09-01","JATENG",\N,"kartuAS","Gold","B2C"
"2020-09-01","JATENG",\N,"kartuAS","Non HVC","B2B"
"2020-09-01","JATENG",\N,"KartuAS","Non HVC","B2C"
"2020-09-01","JATENG",\N,"kartuAS","Platinum","B2C"
"2020-09-01","JATENG",\N,"Loop","Diamond","B2C"
"2020-09-01","JATENG",\N,"Loop","Gold","B2C"
"2020-09-01","JATENG",\N,"Loop","Non HVC","B2B"
"2020-09-01","JATENG",\N,"LOOP","Non HVC","B2C"
"2020-09-01","JATENG",\N,"Loop","Platinum","B2C"
"2020-09-01","JATENG",\N,"simPATI","Diamond","B2C"
"2020-09-01","JATENG",\N,"simPATI","Gold","B2C"
"2020-09-01","JATENG",\N,"simPATI","Non HVC","B2B"
"2020-09-01","JATENG",\N,"simPATI","Non HVC","B2C"
"2020-09-01","JATENG",\N,"simPATI","Platinum","B2C"
"2020-09-01","JATENG",\N,"UNKNOWN","Non HVC","B2C"
"2020-09-01","JATENG","PANTURA","kartuAS","Diamond","B2C"
"2020-09-01","JATENG","PANTURA","KartuAS","Gold","B2C"
"2020-09-01","JATENG","PANTURA","kartuAS","Non HVC","B2B"
"2020-09-01","JATENG","PANTURA","kartuAS","Non HVC","B2C"
"2020-09-01","JATENG","PANTURA","kartuAS","Platinum","B2C"
"2020-09-01","JATENG","PANTURA","LOOP","Diamond","B2C"
"2020-09-01","JATENG","PANTURA","LOOP","Gold","B2C"
"2020-09-01","JATENG","PANTURA","Loop","Non HVC","B2B"
"2020-09-01","JATENG","PANTURA","Loop","Non HVC","B2C"
"2020-09-01","JATENG","PANTURA","Loop","Platinum","B2C"
"2020-09-01","JATENG","PANTURA","simPATI","Diamond","B2C"
"2020-09-01","JATENG","PANTURA","simPATI","Gold","B2C"
"2020-09-01","JATENG","PANTURA","simPATI","Non HVC","B2B"
"2020-09-01","JATENG","PANTURA","simPATI","Non HVC","B2C"
"2020-09-01","JATENG","PANTURA","simPATI","Platinum","B2C"
"2020-09-01","JATENG","PATI","kartuAS","Diamond","B2C"
"2020-09-01","JATENG","PATI","kartuAS","Gold","B2C"
"2020-09-01","JATENG","PATI","kartuAS","Non HVC","B2B"
"2020-09-01","JATENG","PATI","kartuAS","Non HVC","B2C"
"2020-09-01","JATENG","PATI","kartuAS","Platinum","B2C"
"2020-09-01","JATENG","PATI","Loop","Diamond","B2C"
"2020-09-01","JATENG","PATI","LOOP","Gold","B2C"
"2020-09-01","JATENG","PATI","Loop","Non HVC","B2B"
"2020-09-01","JATENG","PATI","Loop","Non HVC","B2C"
"2020-09-01","JATENG","PATI","LOOP","Platinum","B2C"
"2020-09-01","JATENG","PATI","simPATI","Diamond","B2C"
"2020-09-01","JATENG","PATI","simPATI","Gold","B2C"
"2020-09-01","JATENG","PATI","simPATI","Non HVC","B2B"
"2020-09-01","JATENG","PATI","simPATI","Non HVC","B2C"
"2020-09-01","JATENG","PATI","simPATI","Platinum","B2C"
"2020-09-01","JATENG","PURWOKERTO RAYA","kartuAS","Diamond","B2C"
"2020-09-01","JATENG","PURWOKERTO RAYA","KartuAS","Gold","B2C"
"2020-09-01","JATENG","PURWOKERTO RAYA","kartuAS","Non HVC","B2B"
"2020-09-01","JATENG","PURWOKERTO RAYA","kartuAS","Non HVC","B2C"
"2020-09-01","JATENG","PURWOKERTO RAYA","kartuAS","Platinum","B2C"
"2020-09-01","JATENG","PURWOKERTO RAYA","LOOP","Diamond","B2C"
"2020-09-01","JATENG","PURWOKERTO RAYA","LOOP","Gold","B2C"
"2020-09-01","JATENG","PURWOKERTO RAYA","Loop","Non HVC","B2B"
"2020-09-01","JATENG","PURWOKERTO RAYA","Loop","Non HVC","B2C"
"2020-09-01","JATENG","PURWOKERTO RAYA","LOOP","Platinum","B2C"
"2020-09-01","JATENG","PURWOKERTO RAYA","simPATI","Diamond","B2C"
"2020-09-01","JATENG","PURWOKERTO RAYA","simPATI","Gold","B2C"
"2020-09-01","JATENG","PURWOKERTO RAYA","simPATI","Non HVC","B2B"
"2020-09-01","JATENG","PURWOKERTO RAYA","simPATI","Non HVC","B2C"
"2020-09-01","JATENG","PURWOKERTO RAYA","simPATI","Platinum","B2C"
"2020-09-01","JATENG","SEMARANG","kartuAS","Diamond","B2C"
"2020-09-01","JATENG","SEMARANG","KartuAS","Gold","B2C"
"2020-09-01","JATENG","SEMARANG","kartuAS","Non HVC","B2B"
"2020-09-01","JATENG","SEMARANG","kartuAS","Non HVC","B2C"
"2020-09-01","JATENG","SEMARANG","KartuAS","Platinum","B2C"
"2020-09-01","JATENG","SEMARANG","Loop","Diamond","B2C"
"2020-09-01","JATENG","SEMARANG","Loop","Gold","B2C"
"2020-09-01","JATENG","SEMARANG","Loop","Non HVC","B2B"
"2020-09-01","JATENG","SEMARANG","Loop","Non HVC","B2C"
"2020-09-01","JATENG","SEMARANG","LOOP","Platinum","B2C"
"2020-09-01","JATENG","SEMARANG","simPATI","Diamond","B2C"
"2020-09-01","JATENG","SEMARANG","simPATI","Gold","B2C"
"2020-09-01","JATENG","SEMARANG","simPATI","Non HVC","B2B"
"2020-09-01","JATENG","SEMARANG","simPATI","Non HVC","B2C"
"2020-09-01","JATENG","SEMARANG","simPATI","Platinum","B2C"
"2020-09-01","JATENG","SRAGEN","kartuAS","Diamond","B2C"
"2020-09-01","JATENG","SRAGEN","KartuAS","Gold","B2C"
"2020-09-01","JATENG","SRAGEN","kartuAS","Non HVC","B2B"
"2020-09-01","JATENG","SRAGEN","KartuAS","Non HVC","B2C"
"2020-09-01","JATENG","SRAGEN","kartuAS","Platinum","B2C"
"2020-09-01","JATENG","SRAGEN","Loop","Diamond","B2C"
"2020-09-01","JATENG","SRAGEN","Loop","Gold","B2C"
"2020-09-01","JATENG","SRAGEN","Loop","Non HVC","B2B"
"2020-09-01","JATENG","SRAGEN","Loop","Non HVC","B2C"
"2020-09-01","JATENG","SRAGEN","LOOP","Platinum","B2C"
"2020-09-01","JATENG","SRAGEN","simPATI","Diamond","B2C"
"2020-09-01","JATENG","SRAGEN","simPATI","Gold","B2C"
"2020-09-01","JATENG","SRAGEN","simPATI","Non HVC","B2B"
"2020-09-01","JATENG","SRAGEN","simPATI","Non HVC","B2C"
"2020-09-01","JATENG","SRAGEN","simPATI","Platinum","B2C"
"2020-09-01","JATENG","SURAKARTA","kartuAS","Diamond","B2C"
"2020-09-01","JATENG","SURAKARTA","kartuAS","Gold","B2C"
"2020-09-01","JATENG","SURAKARTA","kartuAS","Non HVC","B2B"
"2020-09-01","JATENG","SURAKARTA","kartuAS","Non HVC","B2C"
"2020-09-01","JATENG","SURAKARTA","kartuAS","Platinum","B2C"
"2020-09-01","JATENG","SURAKARTA","Loop","Diamond","B2C"
"2020-09-01","JATENG","SURAKARTA","Loop","Gold","B2C"
"2020-09-01","JATENG","SURAKARTA","Loop","Non HVC","B2B"
"2020-09-01","JATENG","SURAKARTA","LOOP","Non HVC","B2C"
"2020-09-01","JATENG","SURAKARTA","LOOP","Platinum","B2C"
"2020-09-01","JATENG","SURAKARTA","simPATI","Diamond","B2C"
"2020-09-01","JATENG","SURAKARTA","simPATI","Gold","B2C"
"2020-09-01","JATENG","SURAKARTA","simPATI","Non HVC","B2B"
"2020-09-01","JATENG","SURAKARTA","simPATI","Non HVC","B2C"
"2020-09-01","JATENG","SURAKARTA","simPATI","Platinum","B2C"
"2020-09-01","JATENG","YOGYAKARTA","kartuAS","Diamond","B2C"
"2020-09-01","JATENG","YOGYAKARTA","kartuAS","Gold","B2C"
"2020-09-01","JATENG","YOGYAKARTA","kartuAS","Non HVC","B2B"
"2020-09-01","JATENG","YOGYAKARTA","kartuAS","Non HVC","B2C"
"2020-09-01","JATENG","YOGYAKARTA","kartuAS","Platinum","B2C"
"2020-09-01","JATENG","YOGYAKARTA","Loop","Diamond","B2C"
"2020-09-01","JATENG","YOGYAKARTA","LOOP","Gold","B2C"
"2020-09-01","JATENG","YOGYAKARTA","Loop","Non HVC","B2B"
"2020-09-01","JATENG","YOGYAKARTA","Loop","Non HVC","B2C"
"2020-09-01","JATENG","YOGYAKARTA","Loop","Platinum","B2C"
"2020-09-01","JATENG","YOGYAKARTA","simPATI","Diamond","B2C"
"2020-09-01","JATENG","YOGYAKARTA","simPATI","Gold","B2C"
"2020-09-01","JATENG","YOGYAKARTA","simPATI","Non HVC","B2B"
"2020-09-01","JATENG","YOGYAKARTA","simPATI","Non HVC","B2C"
"2020-09-01","JATENG","YOGYAKARTA","simPATI","Platinum","B2C"
"2020-09-01","JATIM","BANYUWANGI","kartuAS","Diamond","B2C"
"2020-09-01","JATIM","BANYUWANGI","KartuAS","Gold","B2C"
"2020-09-01","JATIM","BANYUWANGI","kartuAS","Non HVC","B2B"
"2020-09-01","JATIM","BANYUWANGI","KartuAS","Non HVC","B2C"
"2020-09-01","JATIM","BANYUWANGI","kartuAS","Platinum","B2C"
"2020-09-01","JATIM","BANYUWANGI","Loop","Diamond","B2C"
"2020-09-01","JATIM","BANYUWANGI","LOOP","Gold","B2C"
"2020-09-01","JATIM","BANYUWANGI","Loop","Non HVC","B2B"
"2020-09-01","JATIM","BANYUWANGI","LOOP","Non HVC","B2C"
"2020-09-01","JATIM","BANYUWANGI","LOOP","Platinum","B2C"
"2020-09-01","JATIM","BANYUWANGI","simPATI","Diamond","B2C"
"2020-09-01","JATIM","BANYUWANGI","simPATI","Gold","B2C"
"2020-09-01","JATIM","BANYUWANGI","simPATI","Non HVC","B2B"
"2020-09-01","JATIM","BANYUWANGI","simPATI","Non HVC","B2C"
"2020-09-01","JATIM","BANYUWANGI","simPATI","Platinum","B2C"
"2020-09-01","JATIM","JEMBER","kartuAS","Diamond","B2C"
"2020-09-01","JATIM","JEMBER","KartuAS","Gold","B2C"
"2020-09-01","JATIM","JEMBER","kartuAS","Non HVC","B2B"
"2020-09-01","JATIM","JEMBER","KartuAS","Non HVC","B2C"
"2020-09-01","JATIM","JEMBER","kartuAS","Platinum","B2C"
"2020-09-01","JATIM","JEMBER","Loop","Diamond","B2C"
"2020-09-01","JATIM","JEMBER","LOOP","Gold","B2C"
"2020-09-01","JATIM","JEMBER","Loop","Non HVC","B2B"
"2020-09-01","JATIM","JEMBER","LOOP","Non HVC","B2C"
"2020-09-01","JATIM","JEMBER","Loop","Platinum","B2C"
"2020-09-01","JATIM","JEMBER","simPATI","Diamond","B2C"
"2020-09-01","JATIM","JEMBER","simPATI","Gold","B2C"
"2020-09-01","JATIM","JEMBER","simPATI","Non HVC","B2B"
"2020-09-01","JATIM","JEMBER","simPATI","Non HVC","B2C"
"2020-09-01","JATIM","JEMBER","simPATI","Platinum","B2C"
"2020-09-01","JATIM","KOTA PASURUAN","kartuAS","Diamond","B2C"
"2020-09-01","JATIM","KOTA PASURUAN","kartuAS","Gold","B2C"
"2020-09-01","JATIM","KOTA PASURUAN","kartuAS","Non HVC","B2B"
"2020-09-01","JATIM","KOTA PASURUAN","KartuAS","Non HVC","B2C"
"2020-09-01","JATIM","KOTA PASURUAN","KartuAS","Platinum","B2C"
"2020-09-01","JATIM","KOTA PASURUAN","Loop","Diamond","B2C"
"2020-09-01","JATIM","KOTA PASURUAN","LOOP","Gold","B2C"
"2020-09-01","JATIM","KOTA PASURUAN","Loop","Non HVC","B2B"
"2020-09-01","JATIM","KOTA PASURUAN","Loop","Non HVC","B2C"
"2020-09-01","JATIM","KOTA PASURUAN","LOOP","Platinum","B2C"
"2020-09-01","JATIM","KOTA PASURUAN","simPATI","Diamond","B2C"
"2020-09-01","JATIM","KOTA PASURUAN","simPATI","Gold","B2C"
"2020-09-01","JATIM","KOTA PASURUAN","simPATI","Non HVC","B2B"
"2020-09-01","JATIM","KOTA PASURUAN","simPATI","Non HVC","B2C"
"2020-09-01","JATIM","KOTA PASURUAN","simPATI","Platinum","B2C"
"2020-09-01","JATIM","KOTA PROBOLINGGO","kartuAS","Diamond","B2C"
"2020-09-01","JATIM","KOTA PROBOLINGGO","KartuAS","Gold","B2C"
"2020-09-01","JATIM","KOTA PROBOLINGGO","kartuAS","Non HVC","B2B"
"2020-09-01","JATIM","KOTA PROBOLINGGO","KartuAS","Non HVC","B2C"
"2020-09-01","JATIM","KOTA PROBOLINGGO","KartuAS","Platinum","B2C"
"2020-09-01","JATIM","KOTA PROBOLINGGO","Loop","Diamond","B2C"
"2020-09-01","JATIM","KOTA PROBOLINGGO","Loop","Gold","B2C"
"2020-09-01","JATIM","KOTA PROBOLINGGO","Loop","Non HVC","B2B"
"2020-09-01","JATIM","KOTA PROBOLINGGO","Loop","Non HVC","B2C"
"2020-09-01","JATIM","KOTA PROBOLINGGO","LOOP","Platinum","B2C"
"2020-09-01","JATIM","KOTA PROBOLINGGO","simPATI","Diamond","B2C"
"2020-09-01","JATIM","KOTA PROBOLINGGO","simPATI","Gold","B2C"
"2020-09-01","JATIM","KOTA PROBOLINGGO","simPATI","Non HVC","B2B"
"2020-09-01","JATIM","KOTA PROBOLINGGO","simPATI","Non HVC","B2C"
"2020-09-01","JATIM","KOTA PROBOLINGGO","simPATI","Platinum","B2C"
"2020-09-01","JATIM","KOTA SURABAYA","kartuAS","Diamond","B2C"
"2020-09-01","JATIM","KOTA SURABAYA","KartuAS","Gold","B2C"
"2020-09-01","JATIM","KOTA SURABAYA","kartuAS","Non HVC","B2B"
"2020-09-01","JATIM","KOTA SURABAYA","kartuAS","Non HVC","B2C"
"2020-09-01","JATIM","KOTA SURABAYA","KartuAS","Platinum","B2C"
"2020-09-01","JATIM","KOTA SURABAYA","Loop","Diamond","B2C"
"2020-09-01","JATIM","KOTA SURABAYA","LOOP","Gold","B2C"
"2020-09-01","JATIM","KOTA SURABAYA","Loop","Non HVC","B2B"
"2020-09-01","JATIM","KOTA SURABAYA","LOOP","Non HVC","B2C"
"2020-09-01","JATIM","KOTA SURABAYA","Loop","Platinum","B2C"
"2020-09-01","JATIM","KOTA SURABAYA","simPATI","Diamond","B2C"
"2020-09-01","JATIM","KOTA SURABAYA","simPATI","Gold","B2C"
"2020-09-01","JATIM","KOTA SURABAYA","simPATI","Non HVC","B2B"
"2020-09-01","JATIM","KOTA SURABAYA","simPATI","Non HVC","B2C"
"2020-09-01","JATIM","KOTA SURABAYA","simPATI","Platinum","B2C"
"2020-09-01","JATIM","KOTA SURABAYA","UNKNOWN","Non HVC","B2C"
"2020-09-01","JATIM","LAMONGAN","kartuAS","Diamond","B2C"
"2020-09-01","JATIM","LAMONGAN","kartuAS","Gold","B2C"
"2020-09-01","JATIM","LAMONGAN","kartuAS","Non HVC","B2B"
"2020-09-01","JATIM","LAMONGAN","kartuAS","Non HVC","B2C"
"2020-09-01","JATIM","LAMONGAN","KartuAS","Platinum","B2C"
"2020-09-01","JATIM","LAMONGAN","Loop","Diamond","B2C"
"2020-09-01","JATIM","LAMONGAN","Loop","Gold","B2C"
"2020-09-01","JATIM","LAMONGAN","Loop","Non HVC","B2B"
"2020-09-01","JATIM","LAMONGAN","Loop","Non HVC","B2C"
"2020-09-01","JATIM","LAMONGAN","LOOP","Platinum","B2C"
"2020-09-01","JATIM","LAMONGAN","simPATI","Diamond","B2C"
"2020-09-01","JATIM","LAMONGAN","simPATI","Gold","B2C"
"2020-09-01","JATIM","LAMONGAN","simPATI","Non HVC","B2B"
"2020-09-01","JATIM","LAMONGAN","simPATI","Non HVC","B2C"
"2020-09-01","JATIM","LAMONGAN","simPATI","Platinum","B2C"
"2020-09-01","JATIM","LAMONGAN","UNKNOWN","Non HVC","B2C"
"2020-09-01","JATIM","MADURA","kartuAS","Diamond","B2C"
"2020-09-01","JATIM","MADURA","KartuAS","Gold","B2C"
"2020-09-01","JATIM","MADURA","kartuAS","Non HVC","B2B"
"2020-09-01","JATIM","MADURA","kartuAS","Non HVC","B2C"
"2020-09-01","JATIM","MADURA","kartuAS","Platinum","B2C"
"2020-09-01","JATIM","MADURA","Loop","Diamond","B2C"
"2020-09-01","JATIM","MADURA","Loop","Gold","B2C"
"2020-09-01","JATIM","MADURA","Loop","Non HVC","B2B"
"2020-09-01","JATIM","MADURA","Loop","Non HVC","B2C"
"2020-09-01","JATIM","MADURA","Loop","Platinum","B2C"
"2020-09-01","JATIM","MADURA","simPATI","Diamond","B2C"
"2020-09-01","JATIM","MADURA","simPATI","Gold","B2C"
"2020-09-01","JATIM","MADURA","simPATI","Non HVC","B2B"
"2020-09-01","JATIM","MADURA","simPATI","Non HVC","B2C"
"2020-09-01","JATIM","MADURA","simPATI","Platinum","B2C"
"2020-09-01","JATIM","MALANG","KartuAS","Diamond","B2C"
"2020-09-01","JATIM","MALANG","KartuAS","Gold","B2C"
"2020-09-01","JATIM","MALANG","kartuAS","Non HVC","B2B"
"2020-09-01","JATIM","MALANG","kartuAS","Non HVC","B2C"
"2020-09-01","JATIM","MALANG","kartuAS","Platinum","B2C"
"2020-09-01","JATIM","MALANG","Loop","Diamond","B2C"
"2020-09-01","JATIM","MALANG","Loop","Gold","B2C"
"2020-09-01","JATIM","MALANG","Loop","Non HVC","B2B"
"2020-09-01","JATIM","MALANG","Loop","Non HVC","B2C"
"2020-09-01","JATIM","MALANG","Loop","Platinum","B2C"
"2020-09-01","JATIM","MALANG","simPATI","Diamond","B2C"
"2020-09-01","JATIM","MALANG","simPATI","Gold","B2C"
"2020-09-01","JATIM","MALANG","simPATI","Non HVC","B2B"
"2020-09-01","JATIM","MALANG","simPATI","Non HVC","B2C"
"2020-09-01","JATIM","MALANG","simPATI","Platinum","B2C"
"2020-09-01","JATIM","MANDIRI","kartuAS","Diamond","B2C"
"2020-09-01","JATIM","MANDIRI","kartuAS","Gold","B2C"
"2020-09-01","JATIM","MANDIRI","kartuAS","Non HVC","B2B"
"2020-09-01","JATIM","MANDIRI","KartuAS","Non HVC","B2C"
"2020-09-01","JATIM","MANDIRI","kartuAS","Platinum","B2C"
"2020-09-01","JATIM","MANDIRI","Loop","Diamond","B2C"
"2020-09-01","JATIM","MANDIRI","LOOP","Gold","B2C"
"2020-09-01","JATIM","MANDIRI","Loop","Non HVC","B2B"
"2020-09-01","JATIM","MANDIRI","Loop","Non HVC","B2C"
"2020-09-01","JATIM","MANDIRI","LOOP","Platinum","B2C"
"2020-09-01","JATIM","MANDIRI","simPATI","Diamond","B2C"
"2020-09-01","JATIM","MANDIRI","simPATI","Gold","B2C"
"2020-09-01","JATIM","MANDIRI","simPATI","Non HVC","B2B"
"2020-09-01","JATIM","MANDIRI","simPATI","Non HVC","B2C"
"2020-09-01","JATIM","MANDIRI","simPATI","Platinum","B2C"
"2020-09-01","JATIM","NEW SIDOARJO","kartuAS","Diamond","B2C"
"2020-09-01","JATIM","NEW SIDOARJO","kartuAS","Gold","B2C"
"2020-09-01","JATIM","NEW SIDOARJO","kartuAS","Non HVC","B2B"
"2020-09-01","JATIM","NEW SIDOARJO","kartuAS","Non HVC","B2C"
